id_cliente,segmento_pyme,volumen_envios_mes,gasto_mensual,fecha_ultimo_despacho,fecha_ultima_entrega,dias_retraso_promedio,target_fuga
C-2727,Pyme-C,58,2547.21,2026-01-04,2026-01-07,0.4,0
C-2728,Pyme-B,10,124.59,2026-01-28,2026-02-02,4.3,1
C-2729,Pyme-A,91,2067.88,2026-01-29,2026-02-01,2.0,0
C-2730,Pyme-A,120,3990.86,2026-01-03,2026-01-05,0.4,0
C-2731,Pyme-B,201,4450.57,2026-01-02,2026-01-03,0.6,0
C-2732,Pyme-B,110,1574.71,2026-01-19,2026-01-18,-4.0,0
C-2733,Pyme-A,73,3073.58,2026-01-13,2026-01-16,1.3,0
C-2734,Pyme-B,138,817.28,2026-01-24,2026-01-27,1.1,0
C-2735,Pyme-A,122,99999.0,2026-01-01,,,0
C-2736,Pyme-C,41,3118.74,2026-01-23,2026-01-25,0.5,0
C-2737,Pyme-B,73,1180.02,2026-01-10,2026-01-12,1.0,0
C-2738,Pyme-A,250,969.16,2026-01-15,2026-01-19,1.9,0
C-2739,Pyme-C,192,2739.24,2026-01-22,2026-01-23,0.9,0
C-2740,Pyme-B,165,2129.23,2026-01-31,2026-02-02,0.4,0
C-2741,Pyme-A,98,1629.99,2026-01-07,2026-01-11,2.0,0
C-2742,Pyme-A,190,2667.14,2026-01-23,2026-01-26,0.2,0
C-2743,Pyme-A,136,4043.21,2026-01-18,2026-01-21,0.5,0
C-2744,Pyme-A,192,4480.32,2026-01-21,2026-01-20,-1.0,0
C-2745,Pyme-C,69,2342.07,2026-01-18,2026-01-20,0.8,0
C-2746,Pyme-B,219,1366.57,2026-01-21,2026-01-23,1.4,0
C-2747,Pyme-B,147,3248.16,2026-01-09,2026-01-13,1.3,0
C-2748,Pyme-C,219,-60.49,2026-01-24,,,0
C-2749,Pyme-C,70,1846.02,2026-01-16,2026-01-18,1.6,0
C-2750,Pyme-C,91,99999.0,2026-01-07,,,0
C-2751,Pyme-B,220,2316.1,2026-01-18,2026-01-20,0.3,0
C-2752,Pyme-A,216,4252.56,2026-01-01,2026-01-02,0.7,0
C-2753,Pyme-C,62,4155.46,2026-01-22,2026-01-25,1.7,0
C-2754,Pyme-A,63,3684.25,2026-01-24,2026-01-25,0.2,0
C-2755,Pyme-B,204,1655.29,2026-01-10,2026-01-13,2.0,0
C-2756,Pyme-B,2,74.95,2026-01-02,2025-12-31,-3.0,1
C-2757,Pyme-C,120,2376.18,2026-01-28,2026-01-29,0.2,0
C-2758,Pyme-A,75,3254.41,2026-01-12,2026-01-14,0.3,0
C-2759,Pyme-C,108,4050.36,2026-01-27,2026-01-29,0.2,0
C-2760,Pyme-A,69,2282.88,2026-01-09,2026-01-12,1.9,0
C-2761,Pyme-C,162,3759.63,2026-01-26,2026-01-28,1.3,0
C-2762,Pyme-A,73,3375.83,2026-01-31,2026-02-01,0.1,0
C-2763,Pyme-A,146,4171.54,2026-01-19,2026-01-22,1.0,0
C-2764,Pyme-B,86,3061.9,2026-01-20,2026-01-22,1.6,0
C-2765,Pyme-C,226,99999.0,2026-01-30,,,0
C-2766,Pyme-B,68,4084.1,2026-01-03,2026-01-05,0.9,0
C-2767,Pyme-C,120,845.73,2026-01-17,2026-01-21,1.7,0
C-2768,Pyme-C,225,2890.55,2026-01-22,2026-01-20,-1.0,0
C-2769,Pyme-B,209,3488.61,2026-01-22,2026-01-25,1.0,0
C-2770,Pyme-C,138,-139.21,2026-01-20,,,0
C-2771,Pyme-A,42,3180.58,2026-01-28,2026-01-30,0.3,0
C-2772,Pyme-B,82,1077.0,2026-01-08,2026-01-10,1.0,0
C-2773,Pyme-B,52,2675.64,2026-01-13,2026-01-16,1.1,0
C-2774,Pyme-A,60,2498.65,2026-01-15,2026-01-17,1.6,0
C-2775,Pyme-B,154,1969.43,2026-01-24,2026-01-28,2.0,0
C-2776,Pyme-A,66,2292.73,2026-01-18,2026-01-19,0.1,0
C-2777,Pyme-A,242,3035.55,2026-01-10,2026-01-14,1.2,0
C-2778,Pyme-C,92,3222.01,2026-01-11,2026-01-13,0.9,0
C-2779,Pyme-A,249,1624.8,2026-01-18,2026-01-21,0.9,0
C-2780,Pyme-C,161,99999.0,2026-01-15,2026-01-14,-1.0,0
C-2781,Pyme-C,96,808.13,2026-01-21,2026-01-23,0.7,0
C-2782,Pyme-C,173,2183.39,2026-01-29,2026-01-30,0.2,0
C-2783,Pyme-B,75,3840.8,2026-01-14,2026-01-16,1.5,0
C-2784,Pyme-B,11,98.98,2026-01-28,2026-02-03,4.7,1
C-2785,Pyme-A,157,3850.85,2026-01-11,2026-01-12,0.4,0
C-2786,Pyme-B,51,4228.52,2026-01-19,2026-01-21,1.7,0
C-2787,Pyme-B,157,3236.29,2026-01-05,2026-01-08,1.9,0
C-2788,Pyme-A,175,3523.99,2026-01-14,2026-01-18,1.1,0
C-2789,Pyme-B,170,3690.0,2026-01-23,2026-01-27,1.8,0
C-2790,Pyme-A,227,3816.4,2026-01-22,2026-01-25,0.2,0
C-2791,Pyme-C,122,2665.21,2026-01-20,2026-01-23,0.8,0
C-2792,Pyme-A,110,-79.42,2026-01-26,2026-01-25,-2.0,0
C-2793,Pyme-B,194,3390.05,2026-01-10,2026-01-14,1.5,0
C-2794,Pyme-C,120,3433.94,2026-01-21,2026-01-23,1.9,0
C-2795,Pyme-A,93,99999.0,2026-01-12,,,0
C-2796,Pyme-C,73,4430.94,2026-01-31,2026-02-02,1.3,0
C-2797,Pyme-C,178,3368.95,2026-01-04,2026-01-06,0.6,0
C-2798,Pyme-C,162,2956.38,2026-01-23,2026-01-26,1.9,0
C-2799,Pyme-C,231,4107.3,2026-01-29,2026-02-01,1.1,0
C-2800,Pyme-A,173,1193.94,2026-01-02,2026-01-05,0.8,0
C-2801,Pyme-A,91,1787.82,2026-01-10,2026-01-14,1.6,0
C-2802,Pyme-B,77,3905.71,2026-01-10,2026-01-12,1.4,0
C-2803,Pyme-C,48,2127.13,2026-01-20,2026-01-23,0.9,0
C-2804,Pyme-C,183,3999.91,2026-01-18,2026-01-16,-2.0,0
C-2805,Pyme-C,240,3748.28,2026-01-23,2026-01-27,1.4,0
C-2806,Pyme-A,137,2233.95,2026-01-22,2026-01-25,1.9,0
C-2807,Pyme-C,53,847.97,2026-01-20,2026-01-22,0.5,0
C-2808,Pyme-A,202,3407.13,2026-01-25,2026-01-29,1.3,0
C-2809,Pyme-C,229,3032.53,2026-01-31,2026-02-02,1.6,0
C-2810,Pyme-B,154,99999.0,2026-01-06,,,0
C-2811,Pyme-A,228,2701.23,2026-01-14,2026-01-16,0.8,0
C-2812,Pyme-C,6,82.52,2026-01-09,2026-01-17,7.5,1
C-2813,Pyme-B,159,3425.85,2026-01-05,2026-01-07,0.3,0
C-2814,Pyme-C,53,-134.31,2026-01-10,,,0
C-2815,Pyme-B,242,2918.9,2026-01-26,2026-01-29,0.7,0
C-2816,Pyme-B,174,1613.86,2026-01-03,2025-12-31,-2.0,0
C-2817,Pyme-B,179,2787.03,2026-01-08,2026-01-09,0.2,0
C-2818,Pyme-C,124,2024.95,2026-01-31,2026-02-03,0.6,0
C-2819,Pyme-C,161,4487.54,2026-01-21,2026-01-23,1.6,0
C-2820,Pyme-A,211,2080.23,2026-01-21,2026-01-24,0.5,0
C-2821,Pyme-C,102,4347.92,2026-01-11,2026-01-14,1.4,0
C-2822,Pyme-A,138,1749.39,2026-01-01,2026-01-05,1.4,0
C-2823,Pyme-B,171,3770.42,2026-01-02,2026-01-04,0.9,0
C-2824,Pyme-C,89,1985.16,2026-01-04,2026-01-05,0.2,0
C-2825,Pyme-C,176,99999.0,2026-01-22,,,0
C-2826,Pyme-C,238,1588.75,2026-01-27,2026-01-29,1.4,0
C-2827,Pyme-A,177,3866.37,2026-01-24,2026-01-27,1.8,0
C-2828,Pyme-C,249,4277.08,2026-01-05,2026-01-04,-4.0,0
C-2829,Pyme-C,124,940.18,2026-01-06,2026-01-08,0.1,0
C-2830,Pyme-C,58,2927.36,2026-01-09,2026-01-11,0.5,0
C-2831,Pyme-B,155,3131.8,2026-01-01,2026-01-03,0.9,0
C-2832,Pyme-C,70,2778.89,2026-01-20,2026-01-22,1.3,0
C-2833,Pyme-C,189,968.41,2026-01-12,2026-01-16,1.7,0
C-2834,Pyme-A,114,3711.5,2026-01-03,2026-01-05,0.6,0
C-2835,Pyme-B,137,2261.92,2026-01-16,2026-01-18,1.3,0
C-2836,Pyme-C,96,-129.75,2026-01-18,,,0
C-2837,Pyme-B,202,1333.08,2026-01-30,2026-02-03,1.4,0
C-2838,Pyme-C,135,4342.35,2026-01-28,2026-01-31,0.0,0
C-2839,Pyme-A,71,954.56,2026-01-13,2026-01-17,1.1,0
C-2840,Pyme-C,3,99999.0,2026-01-29,2026-01-26,-3.0,1
C-2841,Pyme-A,145,4150.82,2026-01-05,2026-01-07,1.7,0
C-2842,Pyme-A,96,3082.47,2026-01-04,2026-01-05,0.5,0
C-2843,Pyme-C,244,2898.98,2026-01-25,2026-01-28,0.1,0
C-2844,Pyme-B,205,2833.76,2026-01-03,2026-01-05,0.6,0
C-2845,Pyme-A,90,3484.68,2026-01-11,2026-01-13,1.0,0
C-2846,Pyme-A,211,3225.25,2026-01-20,2026-01-21,0.2,0
C-2847,Pyme-A,121,2597.69,2026-01-22,2026-01-24,0.7,0
C-2848,Pyme-C,189,1363.86,2026-01-26,2026-01-29,1.1,0
C-2849,Pyme-B,83,817.88,2026-01-08,2026-01-11,0.5,0
C-2850,Pyme-C,204,2413.66,2026-01-05,2026-01-09,1.7,0
C-2851,Pyme-C,124,4048.18,2026-01-12,2026-01-14,0.9,0
C-2852,Pyme-B,181,1202.68,2026-01-03,2026-01-01,-2.0,0
C-2853,Pyme-C,90,1773.97,2026-01-03,2026-01-07,1.8,0
C-2854,Pyme-A,44,3943.47,2026-01-27,2026-01-31,1.3,0
C-2855,Pyme-C,143,99999.0,2026-01-02,,,0
C-2856,Pyme-C,106,2810.84,2026-01-16,2026-01-20,2.0,0
C-2857,Pyme-A,133,2252.24,2026-01-19,2026-01-23,1.8,0
C-2858,Pyme-B,74,-89.68,2026-01-17,,,0
C-2859,Pyme-A,209,1683.86,2026-01-20,2026-01-24,1.9,0
C-2860,Pyme-A,233,2702.31,2026-01-06,2026-01-09,0.9,0
C-2861,Pyme-C,208,4027.12,2026-01-24,2026-01-26,0.3,0
C-2862,Pyme-B,50,1609.63,2026-01-03,2026-01-05,1.0,0
C-2863,Pyme-B,99,958.39,2026-01-30,2026-02-01,0.4,0
C-2864,Pyme-B,160,4196.24,2026-01-02,2025-12-30,-3.0,0
C-2865,Pyme-A,220,4383.23,2026-01-09,2026-01-13,1.3,0
C-2866,Pyme-B,188,2814.1,2026-01-21,2026-01-23,0.3,0
C-2867,Pyme-B,190,3217.35,2026-01-17,2026-01-20,1.7,0
C-2868,Pyme-B,5,179.09,2026-01-28,2026-02-05,6.1,1
C-2869,Pyme-B,242,2583.81,2026-01-17,2026-01-19,1.2,0
C-2870,Pyme-B,82,99999.0,2026-01-09,,,0
C-2871,Pyme-A,78,1491.55,2026-01-23,2026-01-24,0.7,0
C-2872,Pyme-C,98,2334.07,2026-01-04,2026-01-06,0.7,0
C-2873,Pyme-C,162,2572.38,2026-01-21,2026-01-24,1.2,0
C-2874,Pyme-A,102,959.63,2026-01-06,2026-01-08,1.1,0
C-2875,Pyme-C,171,945.01,2026-01-02,2026-01-04,1.1,0
C-2876,Pyme-B,86,2711.57,2026-01-19,2026-01-16,-1.0,0
C-2877,Pyme-C,226,3248.46,2026-01-03,2026-01-04,0.6,0
C-2878,Pyme-B,195,4473.27,2026-01-06,2026-01-08,1.7,0
C-2879,Pyme-B,193,1328.03,2026-01-25,2026-01-27,1.2,0
C-2880,Pyme-C,208,-118.56,2026-01-30,,,0
C-2881,Pyme-B,192,2985.21,2026-01-13,2026-01-14,0.5,0
C-2882,Pyme-A,44,1548.69,2026-01-17,2026-01-21,1.7,0
C-2883,Pyme-B,78,3040.39,2026-01-29,2026-02-01,0.4,0
C-2884,Pyme-C,49,4047.68,2026-01-25,2026-01-27,1.1,0
C-2885,Pyme-A,163,99999.0,2026-01-18,,,0
C-2886,Pyme-A,238,3310.67,2026-01-14,2026-01-16,0.9,0
C-2887,Pyme-A,218,2760.32,2026-01-26,2026-01-28,0.5,0
C-2888,Pyme-B,129,2979.48,2026-01-25,2026-01-22,-1.0,0
C-2889,Pyme-B,74,1741.72,2026-01-30,2026-02-01,1.5,0
C-2890,Pyme-B,193,4044.04,2026-01-07,2026-01-08,0.8,0
C-2891,Pyme-C,230,3720.86,2026-01-04,2026-01-08,1.2,0
C-2892,Pyme-A,136,3221.82,2026-01-11,2026-01-14,1.4,0
C-2893,Pyme-B,67,1372.68,2026-01-09,2026-01-12,1.3,0
C-2894,Pyme-C,148,2889.28,2026-01-22,2026-01-25,1.2,0
C-2895,Pyme-A,145,2842.79,2026-01-06,2026-01-09,1.1,0
C-2896,Pyme-C,10,170.94,2026-01-19,2026-01-30,9.9,1
C-2897,Pyme-C,141,3522.39,2026-01-22,2026-01-24,1.7,0
C-2898,Pyme-C,98,2452.4,2026-01-06,2026-01-08,1.4,0
C-2899,Pyme-A,170,2282.08,2026-01-18,2026-01-21,0.7,0
C-2900,Pyme-C,215,99999.0,2026-01-31,2026-01-28,-1.0,0
C-2901,Pyme-A,250,1337.72,2026-01-14,2026-01-16,1.9,0
C-2902,Pyme-A,107,-53.78,2026-01-13,,,0
C-2903,Pyme-B,197,3227.85,2026-01-31,2026-02-03,0.6,0
C-2904,Pyme-A,238,3834.85,2026-01-15,2026-01-17,1.3,0
C-2905,Pyme-A,208,4243.81,2026-01-07,2026-01-09,1.0,0
C-2906,Pyme-C,170,2708.51,2026-01-06,2026-01-09,0.5,0
C-2907,Pyme-A,132,1685.25,2026-01-06,2026-01-07,0.0,0
C-2908,Pyme-B,239,2277.9,2026-01-13,2026-01-17,1.3,0
C-2909,Pyme-A,172,856.86,2026-01-30,2026-02-01,1.4,0
C-2910,Pyme-C,112,3486.71,2026-01-19,2026-01-22,1.1,0
C-2911,Pyme-B,248,1823.08,2026-01-07,2026-01-10,1.2,0
C-2912,Pyme-B,187,817.21,2026-01-17,2026-01-16,-1.0,0
C-2913,Pyme-C,115,2057.87,2026-01-17,2026-01-19,0.2,0
C-2914,Pyme-C,248,3735.54,2026-01-15,2026-01-17,0.5,0
C-2915,Pyme-C,163,99999.0,2026-01-31,,,0
C-2916,Pyme-B,214,2504.67,2026-01-01,2026-01-04,1.2,0
C-2917,Pyme-A,106,1049.95,2026-01-08,2026-01-12,1.3,0
C-2918,Pyme-C,98,3760.6,2026-01-12,2026-01-15,0.8,0
C-2919,Pyme-C,42,3393.03,2026-01-10,2026-01-11,0.5,0
C-2920,Pyme-B,212,3570.52,2026-01-18,2026-01-19,0.7,0
C-2921,Pyme-B,120,2108.09,2026-01-09,2026-01-11,1.8,0
C-2922,Pyme-C,214,4241.94,2026-01-24,2026-01-25,0.4,0
C-2923,Pyme-A,228,1695.61,2026-01-08,2026-01-09,0.5,0
C-2924,Pyme-A,15,-60.67,2026-01-30,2026-01-29,-4.0,1
C-2925,Pyme-C,41,3627.7,2026-01-02,2026-01-05,1.1,0
C-2926,Pyme-B,198,1967.04,2026-01-29,2026-02-02,1.8,0
C-2927,Pyme-B,165,1476.63,2026-01-17,2026-01-20,1.5,0
C-2928,Pyme-B,96,3575.63,2026-01-17,2026-01-19,0.3,0
C-2929,Pyme-B,178,920.48,2026-01-28,2026-01-31,0.7,0
C-2930,Pyme-A,157,99999.0,2026-01-15,,,0
C-2931,Pyme-B,216,831.15,2026-01-13,2026-01-17,1.3,0
C-2932,Pyme-A,123,2137.93,2026-01-06,2026-01-10,1.7,0
C-2933,Pyme-B,100,1796.81,2026-01-11,2026-01-14,1.9,0
C-2934,Pyme-A,167,2368.59,2026-01-25,2026-01-27,0.8,0
C-2935,Pyme-B,142,1834.63,2026-01-05,2026-01-08,0.4,0
C-2936,Pyme-C,98,3812.51,2026-01-26,2026-01-25,-4.0,0
C-2937,Pyme-B,90,1339.62,2026-01-05,2026-01-08,1.9,0
C-2938,Pyme-A,85,2359.63,2026-01-29,2026-02-01,0.3,0
C-2939,Pyme-C,176,3466.07,2026-01-10,2026-01-13,1.6,0
C-2940,Pyme-C,185,976.52,2026-01-06,2026-01-07,0.2,0
C-2941,Pyme-A,248,1740.87,2026-01-04,2026-01-07,1.7,0
C-2942,Pyme-C,125,1761.15,2026-01-18,2026-01-20,0.7,0
C-2943,Pyme-B,45,2323.52,2026-01-22,2026-01-25,0.7,0
C-2944,Pyme-A,187,2930.81,2026-01-06,2026-01-09,1.3,0
C-2945,Pyme-B,123,99999.0,2026-01-24,,,0
C-2946,Pyme-B,60,-113.17,2026-01-05,,,0
C-2947,Pyme-A,203,3788.55,2026-01-21,2026-01-24,0.7,0
C-2948,Pyme-C,143,3940.93,2026-01-06,2026-01-04,-2.0,0
C-2949,Pyme-B,121,3216.15,2026-01-20,2026-01-24,1.4,0
C-2950,Pyme-B,109,4084.46,2026-01-31,2026-02-03,1.6,0
C-2951,Pyme-C,190,2727.46,2026-01-06,2026-01-07,0.9,0
C-2952,Pyme-A,4,231.94,2026-01-31,2026-02-10,8.0,1
C-2953,Pyme-C,231,1096.24,2026-01-04,2026-01-05,0.3,0
C-2954,Pyme-A,161,2829.2,2026-01-13,2026-01-16,0.1,0
C-2955,Pyme-A,66,1771.07,2026-01-21,2026-01-23,0.3,0
C-2956,Pyme-B,98,1715.37,2026-01-21,2026-01-22,0.6,0
C-2957,Pyme-A,174,3902.52,2026-01-22,2026-01-24,0.1,0
C-2958,Pyme-B,161,2528.62,2026-01-30,2026-02-02,1.7,0
C-2959,Pyme-C,153,1299.93,2026-01-18,2026-01-20,1.9,0
C-2960,Pyme-C,192,99999.0,2026-01-29,2026-01-26,-4.0,0
C-2961,Pyme-C,203,3166.25,2026-01-12,2026-01-14,0.6,0
C-2962,Pyme-C,98,3777.42,2026-01-12,2026-01-14,0.9,0
C-2963,Pyme-B,79,1923.22,2026-01-27,2026-01-28,0.0,0
C-2964,Pyme-B,113,2536.03,2026-01-30,2026-02-01,0.0,0
C-2965,Pyme-B,116,833.79,2026-01-10,2026-01-13,0.9,0
C-2966,Pyme-A,243,826.71,2026-01-14,2026-01-17,0.7,0
C-2967,Pyme-B,141,1724.62,2026-01-21,2026-01-24,1.4,0
C-2968,Pyme-B,96,-73.96,2026-01-25,,,0
C-2969,Pyme-C,246,3367.52,2026-01-21,2026-01-24,0.5,0
C-2970,Pyme-C,247,1794.64,2026-01-03,2026-01-04,0.4,0
C-2971,Pyme-A,114,1208.32,2026-01-15,2026-01-17,0.9,0
C-2972,Pyme-C,199,2620.39,2026-01-05,2026-01-04,-1.0,0
C-2973,Pyme-A,66,1843.82,2026-01-15,2026-01-18,0.3,0
C-2974,Pyme-A,99,1133.73,2026-01-07,2026-01-09,0.0,0
C-2975,Pyme-B,119,99999.0,2026-01-12,,,0
C-2976,Pyme-B,218,3728.27,2026-01-27,2026-01-28,0.7,0
C-2977,Pyme-A,108,3669.92,2026-01-16,2026-01-17,0.1,0
C-2978,Pyme-A,104,3823.83,2026-01-04,2026-01-08,1.7,0
C-2979,Pyme-A,138,3653.53,2026-01-24,2026-01-25,0.9,0
C-2980,Pyme-A,9,233.83,2026-01-22,2026-01-27,4.6,1
C-2981,Pyme-B,139,3321.34,2026-01-11,2026-01-12,0.6,0
C-2982,Pyme-C,226,956.09,2026-01-17,2026-01-19,1.9,0
C-2983,Pyme-B,163,3162.52,2026-01-29,2026-01-30,0.4,0
C-2984,Pyme-C,95,4401.11,2026-01-14,2026-01-12,-1.0,0
C-2985,Pyme-A,243,1821.57,2026-01-26,2026-01-27,0.2,0
C-2986,Pyme-A,50,2949.98,2026-01-23,2026-01-27,1.4,0
C-2987,Pyme-A,135,3651.95,2026-01-16,2026-01-17,0.5,0
C-2988,Pyme-C,198,2052.16,2026-01-25,2026-01-29,1.9,0
C-2989,Pyme-A,55,2115.42,2026-01-18,2026-01-19,0.3,0
C-2990,Pyme-A,164,99999.0,2026-01-26,,,0
C-2991,Pyme-C,233,2085.08,2026-01-24,2026-01-26,1.8,0
C-2992,Pyme-A,216,2197.75,2026-01-09,2026-01-11,1.4,0
C-2993,Pyme-B,220,2418.75,2026-01-23,2026-01-25,0.6,0
C-2994,Pyme-A,185,1490.52,2026-01-24,2026-01-26,0.7,0
C-2995,Pyme-B,193,4183.55,2026-01-03,2026-01-07,1.1,0
C-2996,Pyme-A,155,1893.99,2026-01-12,2026-01-10,-1.0,0
C-2997,Pyme-C,169,2202.46,2026-01-01,2026-01-04,0.4,0
C-2998,Pyme-B,238,3094.73,2026-01-03,2026-01-06,0.6,0
C-2999,Pyme-C,249,2233.72,2026-01-16,2026-01-20,1.0,0
C-3000,Pyme-A,196,1847.58,2026-01-11,2026-01-12,0.8,0
C-3001,Pyme-A,173,3237.9,2026-01-31,2026-02-01,0.1,0
C-3002,Pyme-A,48,1547.69,2026-01-04,2026-01-05,1.0,0
C-3003,Pyme-C,204,3894.31,2026-01-17,2026-01-21,1.3,0
C-3004,Pyme-C,191,1746.97,2026-01-20,2026-01-23,0.7,0
C-3005,Pyme-A,43,99999.0,2026-01-16,,,0
C-3006,Pyme-A,159,3763.77,2026-01-18,2026-01-21,0.1,0
C-3007,Pyme-B,250,2165.55,2026-01-27,2026-01-31,1.4,0
C-3008,Pyme-B,10,60.16,2026-01-10,2026-01-09,-2.0,1
C-3009,Pyme-C,64,1174.53,2026-01-13,2026-01-14,0.5,0
C-3010,Pyme-A,174,3230.44,2026-01-31,2026-02-02,1.1,0
C-3011,Pyme-C,231,2865.12,2026-01-25,2026-01-29,1.5,0
C-3012,Pyme-C,131,-92.71,2026-01-04,,,0
C-3013,Pyme-A,242,1467.47,2026-01-11,2026-01-14,0.8,0
C-3014,Pyme-A,176,4494.2,2026-01-12,2026-01-14,0.9,0
C-3015,Pyme-C,123,3925.96,2026-01-21,2026-01-23,0.8,0
C-3016,Pyme-C,122,3051.13,2026-01-07,2026-01-10,1.1,0
C-3017,Pyme-C,230,1740.13,2026-01-15,2026-01-18,1.9,0
C-3018,Pyme-A,225,928.25,2026-01-01,2026-01-04,0.6,0
C-3019,Pyme-A,117,824.3,2026-01-07,2026-01-10,2.0,0
C-3020,Pyme-A,237,99999.0,2026-01-09,2026-01-06,-2.0,0
C-3021,Pyme-A,49,2503.37,2026-01-09,2026-01-11,0.3,0
C-3022,Pyme-C,103,1662.08,2026-01-03,2026-01-07,1.6,0
C-3023,Pyme-B,185,4196.16,2026-01-24,2026-01-27,1.5,0
C-3024,Pyme-B,84,2606.62,2026-01-23,2026-01-27,1.8,0
C-3025,Pyme-A,192,3176.34,2026-01-26,2026-01-29,0.1,0
C-3026,Pyme-B,60,3686.45,2026-01-11,2026-01-14,1.8,0
C-3027,Pyme-B,146,4241.91,2026-01-25,2026-01-26,0.2,0
C-3028,Pyme-C,207,3943.07,2026-01-21,2026-01-25,1.9,0
C-3029,Pyme-B,53,1927.7,2026-01-18,2026-01-21,0.1,0
C-3030,Pyme-A,123,2658.89,2026-01-02,2026-01-05,0.4,0
C-3031,Pyme-C,140,4392.85,2026-01-19,2026-01-23,1.5,0
C-3032,Pyme-A,96,2398.16,2026-01-05,2026-01-04,-3.0,0
C-3033,Pyme-A,161,2914.33,2026-01-13,2026-01-15,0.1,0
C-3034,Pyme-A,142,-63.04,2026-01-05,,,0
C-3035,Pyme-B,183,99999.0,2026-01-19,,,0
C-3036,Pyme-A,10,204.0,2026-01-08,2026-01-17,8.4,1
C-3037,Pyme-A,108,3674.06,2026-01-30,2026-02-02,0.6,0
C-3038,Pyme-A,68,3285.47,2026-01-12,2026-01-13,0.8,0
C-3039,Pyme-B,128,2997.35,2026-01-10,2026-01-11,0.0,0
C-3040,Pyme-B,197,3839.86,2026-01-20,2026-01-22,1.6,0
C-3041,Pyme-B,51,4219.59,2026-01-22,2026-01-24,0.5,0
C-3042,Pyme-A,233,3495.4,2026-01-24,2026-01-25,0.2,0
C-3043,Pyme-A,198,4228.9,2026-01-27,2026-01-30,1.7,0
C-3044,Pyme-A,127,3367.04,2026-01-15,2026-01-13,-1.0,0
C-3045,Pyme-B,93,3538.05,2026-01-18,2026-01-21,0.4,0
C-3046,Pyme-B,180,2587.2,2026-01-05,2026-01-09,1.5,0
C-3047,Pyme-C,211,868.04,2026-01-22,2026-01-26,1.2,0
C-3048,Pyme-A,105,1430.18,2026-01-26,2026-01-29,0.6,0
C-3049,Pyme-C,109,996.42,2026-01-01,2026-01-03,1.3,0
C-3050,Pyme-B,209,99999.0,2026-01-22,,,0
C-3051,Pyme-B,67,870.59,2026-01-21,2026-01-24,1.7,0
C-3052,Pyme-A,137,2681.6,2026-01-29,2026-02-01,1.4,0
C-3053,Pyme-B,192,2766.77,2026-01-17,2026-01-19,0.4,0
C-3054,Pyme-C,222,879.51,2026-01-17,2026-01-19,0.5,0
C-3055,Pyme-B,165,2255.58,2026-01-12,2026-01-15,0.3,0
C-3056,Pyme-B,130,-147.82,2026-01-17,2026-01-15,-1.0,0
C-3057,Pyme-C,105,4051.11,2026-01-27,2026-01-29,1.8,0
C-3058,Pyme-C,111,1634.66,2026-01-13,2026-01-16,0.7,0
C-3059,Pyme-A,62,3500.59,2026-01-22,2026-01-26,1.0,0
C-3060,Pyme-C,215,1641.48,2026-01-05,2026-01-07,0.5,0
C-3061,Pyme-B,194,2018.35,2026-01-07,2026-01-11,1.1,0
C-3062,Pyme-A,188,2803.01,2026-01-28,2026-01-30,1.6,0
C-3063,Pyme-B,216,3409.0,2026-01-05,2026-01-08,1.0,0
C-3064,Pyme-A,12,283.26,2026-01-11,2026-01-21,9.5,1
C-3065,Pyme-C,176,99999.0,2026-01-11,,,0
C-3066,Pyme-A,226,909.09,2026-01-14,2026-01-16,0.6,0
C-3067,Pyme-B,153,3558.76,2026-01-21,2026-01-25,1.6,0
C-3068,Pyme-B,78,3682.7,2026-01-06,2026-01-05,-3.0,0
C-3069,Pyme-C,185,3065.74,2026-01-08,2026-01-12,1.2,0
C-3070,Pyme-A,131,1094.06,2026-01-05,2026-01-09,1.6,0
C-3071,Pyme-C,160,3434.47,2026-01-28,2026-01-30,0.7,0
C-3072,Pyme-B,161,1308.8,2026-01-02,2026-01-04,0.4,0
C-3073,Pyme-A,109,4315.73,2026-01-22,2026-01-23,0.4,0
C-3074,Pyme-A,56,1455.19,2026-01-15,2026-01-19,1.9,0
C-3075,Pyme-B,216,2002.11,2026-01-08,2026-01-10,0.9,0
C-3076,Pyme-B,238,954.76,2026-01-13,2026-01-17,1.5,0
C-3077,Pyme-B,140,3062.57,2026-01-20,2026-01-24,1.5,0
C-3078,Pyme-C,204,-102.06,2026-01-15,,,0
C-3079,Pyme-B,50,4047.79,2026-01-18,2026-01-20,0.5,0
C-3080,Pyme-C,50,99999.0,2026-01-21,2026-01-20,-2.0,0
C-3081,Pyme-B,152,2272.75,2026-01-27,2026-01-29,0.6,0
C-3082,Pyme-B,82,2363.11,2026-01-02,2026-01-06,1.2,0
C-3083,Pyme-C,76,2515.24,2026-01-03,2026-01-07,1.3,0
C-3084,Pyme-C,68,1465.15,2026-01-29,2026-02-02,1.2,0
C-3085,Pyme-C,74,2254.35,2026-01-01,2026-01-02,0.6,0
C-3086,Pyme-B,191,4117.48,2026-01-29,2026-02-01,1.8,0
C-3087,Pyme-A,104,1999.08,2026-01-23,2026-01-25,1.3,0
C-3088,Pyme-C,227,1257.11,2026-01-15,2026-01-18,0.2,0
C-3089,Pyme-B,61,2738.12,2026-01-26,2026-01-29,0.8,0
C-3090,Pyme-C,80,2201.11,2026-01-25,2026-01-26,0.8,0
